line	url
R14H05	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091211/GMR_14H05_AE_01_11-fA01b_C091211_20091211094032515/R14H05_AE_01_11-fA01b_C091211_20091211094032515_ch2_total.jpg
R14H06	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090929/GMR_14H06_AE_01_10-fA01b_C090929_20090929125228264/R14H06_AE_01_10-fA01b_C090929_20090929125228264_ch2_total.jpg
R14H07	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080525/GMR_14H07_AE_01_01-fA01b_C080525_20080526070832906/R14H07_AE_01_01-fA01b_C080525_20080526070832906_ch2_total.jpg
R14H08	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100227/GMR_14H08_AE_01_04-fA01b_C100227_20100301104827656/R14H08_AE_01_04-fA01b_C100227_20100301104827656_ch2_total.jpg
R14H09	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080525/GMR_14H09_AE_01_03-fA01b_C080525_20080526095928484/R14H09_AE_01_03-fA01b_C080525_20080526095928484_ch2_total.jpg
R14H10	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090312/GMR_14H10_AE_01_01-fA01b_C090312_20090312145507671/R14H10_AE_01_01-fA01b_C090312_20090312145507671_ch2_total.jpg
R14H11	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091001/GMR_14H11_AE_01_07-fA01b_C091001_20091001093620420/R14H11_AE_01_07-fA01b_C091001_20091001093620420_ch2_total.jpg
R15A01	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100815/GMR_15A01_AE_01_05-fA01b_C100815_20100815144446015/R15A01_AE_01_05-fA01b_C100815_20100815144446015_ch2_total.jpg
R15A02	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090312/GMR_15A02_AE_01_00-fA01b_C090312_20090312145733031/R15A02_AE_01_00-fA01b_C090312_20090312145733031_ch2_total.jpg
R15A03	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090312/GMR_15A03_AE_01_02-fA01b_C090312_20090312150354812/R15A03_AE_01_02-fA01b_C090312_20090312150354812_ch2_total.jpg
R15A04	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091216/GMR_15A04_AE_01_09-fA01b_C091216_20091216143015812/R15A04_AE_01_09-fA01b_C091216_20091216143015812_ch2_total.jpg
R15A05	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091216/GMR_15A05_AE_01_15-fA01b_C091216_20091216143115703/R15A05_AE_01_15-fA01b_C091216_20091216143115703_ch2_total.jpg
R15A06	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080410/GMR_15A06_AE_01_05-fA01b_C080410_20080411033731656/R15A06_AE_01_05-fA01b_C080410_20080411033731656_ch2_total.jpg
R15A08	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100430/GMR_15A08_AE_01_03-fA01b_C100430_20100430221049843/R15A08_AE_01_03-fA01b_C100430_20100430221049843_ch2_total.jpg
R15A10	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080529/GMR_15A10_AE_01_05-fA01b_C080529_20080530022511375/R15A10_AE_01_05-fA01b_C080529_20080530022511375_ch2_total.jpg
R15A11	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091211/GMR_15A11_AE_01_09-fA01b_C091211_20091211094144718/R15A11_AE_01_09-fA01b_C091211_20091211094144718_ch2_total.jpg
R15B01	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080410/GMR_15B01_AE_01_07-fA01b_C080410_20080411035453156/R15B01_AE_01_07-fA01b_C080410_20080411035453156_ch2_total.jpg
R15B02	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090312/GMR_15B02_AE_01_00-fA01b_C090312_20090312150839156/R15B02_AE_01_00-fA01b_C090312_20090312150839156_ch2_total.jpg
R15B03	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090929/GMR_15B03_AE_01_04-fA01b_C090929_20090929125720483/R15B03_AE_01_04-fA01b_C090929_20090929125720483_ch2_total.jpg
R15B04	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091211/GMR_15B04_AE_01_03-fA01b_C091211_20091211094459234/R15B04_AE_01_03-fA01b_C091211_20091211094459234_ch2_total.jpg
R15B05	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100815/GMR_15B05_AE_01_05-fA01b_C100815_20100815144934109/R15B05_AE_01_05-fA01b_C100815_20100815144934109_ch2_total.jpg
R15B06	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080529/GMR_15B06_AE_01_03-fA01b_C080529_20080530025317703/R15B06_AE_01_03-fA01b_C080529_20080530025317703_ch2_total.jpg
R15B07	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090929/GMR_15B07_AE_01_03-fA01b_C090929_20090929125913076/R15B07_AE_01_03-fA01b_C090929_20090929125913076_ch2_total.jpg
R15B08	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080604/GMR_15B08_AE_01_03-fA01b_C080604_20080604022325515/R15B08_AE_01_03-fA01b_C080604_20080604022325515_ch2_total.jpg
R15B09	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/R15B09L/R15B09_LJ_21_02-fA01b_C130618_20131212140120807_ch2_total.jpg
R15B10	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20081229/GMR_15B10_AE_01_01-fA01b_C081230_20081231104615062/R15B10_AE_01_01-fA01b_C081230_20081231104615062_ch2_total.jpg
R15B11	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090313/GMR_15B11_AE_01_01-fA01b_C090313_20090313151255093/R15B11_AE_01_01-fA01b_C090313_20090313151255093_ch2_total.jpg
R15B12	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090313/GMR_15B12_AE_01_02-fA01b_C090313_20090313151733734/R15B12_AE_01_02-fA01b_C090313_20090313151733734_ch2_total.jpg
R15C01	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080524/GMR_15C01_AE_01_02-fA01b_C080524_20080526025406640/R15C01_AE_01_02-fA01b_C080524_20080526025406640_ch2_total.jpg
R15C02	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20101011/GMR_15C02_AE_01_04-fA01b_C101011_20101012105448906/R15C02_AE_01_04-fA01b_C101011_20101012105448906_ch2_total.jpg
R15C03	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090929/GMR_15C03_AE_01_07-fA01b_C090929_20090929130255186/R15C03_AE_01_07-fA01b_C090929_20090929130255186_ch2_total.jpg
R15C04	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091211/GMR_15C04_AE_01_04-fA01b_C091211_20091211094845593/R15C04_AE_01_04-fA01b_C091211_20091211094845593_ch2_total.jpg
R15C05	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080604/GMR_15C05_AE_01_00-fA01b_C080604_20080604022822609/R15C05_AE_01_00-fA01b_C080604_20080604022822609_ch2_total.jpg
R15C06	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080416/GMR_15C06_AE_01_00-fA01b_C080416_20080417015315937/R15C06_AE_01_00-fA01b_C080416_20080417015315937_ch2_total.jpg
R15C07	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/R15C07/R15C07_AE_01_09-fA01b_C120504_20120508162050531_ch2_total.jpg
R15C09	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080524/GMR_15C09_AE_01_01-fA01b_C080524_20080526031602578/R15C09_AE_01_01-fA01b_C080524_20080526031602578_ch2_total.jpg
R15C10	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20081229/GMR_15C10_AE_01_02-fA01b_C081230_20081231105207562/R15C10_AE_01_02-fA01b_C081230_20081231105207562_ch2_total.jpg
R15C11	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100421/GMR_15C11_AE_01_06-fA01b_C100421_20100421214517453/R15C11_AE_01_06-fA01b_C100421_20100421214517453_ch2_total.jpg
R15C12	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/R15C12/R15C12_AE_01_24-fA01b_C120504_20120508163130500_ch2_total.jpg
R15D01	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20110114/GMR_15D01_AE_01_00-fA01b_C110114_20110117123429265/R15D01_AE_01_00-fA01b_C110114_20110117123429265_ch2_total.jpg
R15D02	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090313/GMR_15D02_AE_01_00-fA01b_C090313_20090313152538125/R15D02_AE_01_00-fA01b_C090313_20090313152538125_ch2_total.jpg
R15D03	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090313/GMR_15D03_AE_01_00-fA01b_C090313_20090313152902375/R15D03_AE_01_00-fA01b_C090313_20090313152902375_ch2_total.jpg
R15D04	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090313/GMR_15D04_AE_01_00-fA01b_C090313_20090313122653421/R15D04_AE_01_00-fA01b_C090313_20090313122653421_ch2_total.jpg
R15D05	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091216/GMR_15D05_AE_01_07-fA01b_C091216_20091216143551312/R15D05_AE_01_07-fA01b_C091216_20091216143551312_ch2_total.jpg
R15D06	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080604/GMR_15D06_AE_01_06-fA01b_C080604_20080605013612984/R15D06_AE_01_06-fA01b_C080604_20080605013612984_ch2_total.jpg
R15D07	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080416/GMR_15D07_AE_01_02-fA01b_C080416_20080417021249281/R15D07_AE_01_02-fA01b_C080416_20080417021249281_ch2_total.jpg
R15D08	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100430/GMR_15D08_AE_01_05-fA01b_C100430_20100430110546796/R15D08_AE_01_05-fA01b_C100430_20100430110546796_ch2_total.jpg
R15D09	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090313/GMR_15D09_AE_01_02-fA01b_C090313_20090313123943953/R15D09_AE_01_02-fA01b_C090313_20090313123943953_ch2_total.jpg
R15D10	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100113/GMR_15D10_AE_01_06-fA01b_C100113_20100113100547285/R15D10_AE_01_06-fA01b_C100113_20100113100547285_ch2_total.jpg
R15D11	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080529/GMR_15D11_AE_01_02-fA01b_C080529_20080529234950031/R15D11_AE_01_02-fA01b_C080529_20080529234950031_ch2_total.jpg
R15D12	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080529/GMR_15D12_AE_01_01-fA01b_C080529_20080529235750578/R15D12_AE_01_01-fA01b_C080529_20080529235750578_ch2_total.jpg
R15E01	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100318/GMR_15E01_AE_01_22-fA01b_C100318_20100318140948374/R15E01_AE_01_22-fA01b_C100318_20100318140948374_ch2_total.jpg
R15E02	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100224/GMR_15E02_AE_01_05-fA01b_C100224_20100224103440126/R15E02_AE_01_05-fA01b_C100224_20100224103440126_ch2_total.jpg
R15E03	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080530/GMR_15E03_AE_01_04-fA01b_C080530_20080530235616390/R15E03_AE_01_04-fA01b_C080530_20080530235616390_ch2_total.jpg
R15E04	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090929/GMR_15E04_AE_01_12-fA01b_C090929_20090929110044540/R15E04_AE_01_12-fA01b_C090929_20090929110044540_ch2_total.jpg
R15E05	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090313/GMR_15E05_AE_01_00-fA01b_C090313_20090313124811687/R15E05_AE_01_00-fA01b_C090313_20090313124811687_ch2_total.jpg
R15E06	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090809/GMR_15E06_AE_01_02-fA01b_C090809_20090809112315671/R15E06_AE_01_02-fA01b_C090809_20090809112315671_ch2_total.jpg
R15E07	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091205/GMR_15E07_AE_01_06-fA01b_C091205_20091205110943623/R15E07_AE_01_06-fA01b_C091205_20091205110943623_ch2_total.jpg
R15E08	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090313/GMR_15E08_AE_01_01-fA01b_C090313_20090313125325156/R15E08_AE_01_01-fA01b_C090313_20090313125325156_ch2_total.jpg
R15E09	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20110107/GMR_15E09_AE_01_05-fA01b_C110107_20110107103423125/R15E09_AE_01_05-fA01b_C110107_20110107103423125_ch2_total.jpg
R15E10	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090929/GMR_15E10_AE_01_05-fA01b_C090929_20090929110244056/R15E10_AE_01_05-fA01b_C090929_20090929110244056_ch2_total.jpg
R15E11	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091205/GMR_15E11_AE_01_04-fA01b_C091205_20091205111205779/R15E11_AE_01_04-fA01b_C091205_20091205111205779_ch2_total.jpg
R15E12	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091209/GMR_15E12_AE_01_04-fA01b_C091209_20091209103655115/R15E12_AE_01_04-fA01b_C091209_20091209103655115_ch2_total.jpg
R15F01	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080530/GMR_15F01_AE_01_03-fA01b_C080530_20080531002040640/R15F01_AE_01_03-fA01b_C080530_20080531002040640_ch2_total.jpg
R15F02	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091209/GMR_15F02_AE_01_05-fA01b_C091209_20091209104413881/R15F02_AE_01_05-fA01b_C091209_20091209104413881_ch2_total.jpg
R15F05	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080531/GMR_15F05_AE_01_02-fA01b_C080531_20080531053430125/R15F05_AE_01_02-fA01b_C080531_20080531053430125_ch2_total.jpg
R15F06	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080531/GMR_15F06_AE_01_02-fA01b_C080531_20080531054332140/R15F06_AE_01_02-fA01b_C080531_20080531054332140_ch2_total.jpg
R15F07	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090507/GMR_15F07_AE_01_00-fA01b_C090507_20090507131650357/R15F07_AE_01_00-fA01b_C090507_20090507131650357_ch2_total.jpg
R15F08	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100224/GMR_15F08_AE_01_10-fA01b_C100224_20100224103619642/R15F08_AE_01_10-fA01b_C100224_20100224103619642_ch2_total.jpg
R15F09	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100430/GMR_15F09_AE_01_09-fA01b_C100430_20100430110823750/R15F09_AE_01_09-fA01b_C100430_20100430110823750_ch2_total.jpg
R15F10	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100323/GMR_15F10_AE_01_05-fA01b_C100323_20100323115043156/R15F10_AE_01_05-fA01b_C100323_20100323115043156_ch2_total.jpg
R15F11	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090318/GMR_15F11_AE_01_00-fA01b_C090318_20090318140034171/R15F11_AE_01_00-fA01b_C090318_20090318140034171_ch2_total.jpg
R15F12	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090319/GMR_15F12_AE_01_02-fA01b_C090319_20090319150342656/R15F12_AE_01_02-fA01b_C090319_20090319150342656_ch2_total.jpg
R15G01	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080606/GMR_15G01_AE_01_00-fA01b_C080606_20080607115618801/R15G01_AE_01_00-fA01b_C080606_20080607115618801_ch2_total.jpg
R15G02	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090319/GMR_15G02_AE_01_00-fA01b_C090319_20090319150438031/R15G02_AE_01_00-fA01b_C090319_20090319150438031_ch2_total.jpg
R15G03	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090320/GMR_15G03_AE_01_00-fA01b_C090320_20090320143051640/R15G03_AE_01_00-fA01b_C090320_20090320143051640_ch2_total.jpg
R15G04	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091209/GMR_15G04_AE_01_09-fA01b_C091209_20091209104741069/R15G04_AE_01_09-fA01b_C091209_20091209104741069_ch2_total.jpg
R15G05	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080606/GMR_15G05_AE_01_01-fA01b_C080606_20080607121829379/R15G05_AE_01_01-fA01b_C080606_20080607121829379_ch2_total.jpg
R15G06	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080606/GMR_15G06_AE_01_01-fA01b_C080606_20080607122729395/R15G06_AE_01_01-fA01b_C080606_20080607122729395_ch2_total.jpg
R15G07	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080606/GMR_15G07_AE_01_05-fA01b_C080606_20080607124256067/R15G07_AE_01_05-fA01b_C080606_20080607124256067_ch2_total.jpg
R15G08	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20101013/GMR_15G08_AE_01_04-fA01b_C101013_20101013101839093/R15G08_AE_01_04-fA01b_C101013_20101013101839093_ch2_total.jpg
R15G09	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091216/GMR_15G09_AE_01_07-fA01b_C091216_20091216144519046/R15G09_AE_01_07-fA01b_C091216_20091216144519046_ch2_total.jpg
R15G10	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20071206/GMR_15G10_AE_01_12-fA01b_C071206_20071218014317421/R15G10_AE_01_12-fA01b_C071206_20071218014317421_ch2_total.jpg
R15G11	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090416/GMR_15G11_AE_01_02-fA01b_C090416_20090416114049015/R15G11_AE_01_02-fA01b_C090416_20090416114049015_ch2_total.jpg
R15G12	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090929/GMR_15G12_AE_01_11-fA01b_C090929_20090929111614946/R15G12_AE_01_11-fA01b_C090929_20090929111614946_ch2_total.jpg
R15H01	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20101013/GMR_15H01_AE_01_03-fA01b_C101013_20101013101950609/R15H01_AE_01_03-fA01b_C101013_20101013101950609_ch2_total.jpg
R15H02	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090413/GMR_15H02_AE_01_00-fA01b_C090413_20090413085320921/R15H02_AE_01_00-fA01b_C090413_20090413085320921_ch2_total.jpg
R15H03	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090314/GMR_15H03_AE_01_02-fA01b_C090314_20090314120828859/R15H03_AE_01_02-fA01b_C090314_20090314120828859_ch2_total.jpg
R15H04	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091209/GMR_15H04_AE_01_04-fA01b_C091209_20091209105115709/R15H04_AE_01_04-fA01b_C091209_20091209105115709_ch2_total.jpg
R15H05	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090314/GMR_15H05_AE_01_02-fA01b_C090314_20090314121453562/R15H05_AE_01_02-fA01b_C090314_20090314121453562_ch2_total.jpg
R15H06	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20071206/GMR_15H06_AE_01_12-fA01b_C071206_20071218014534828/R15H06_AE_01_12-fA01b_C071206_20071218014534828_ch2_total.jpg
R15H07	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090314/GMR_15H07_AE_01_02-fA01b_C090314_20090314121813109/R15H07_AE_01_02-fA01b_C090314_20090314121813109_ch2_total.jpg
R15H09	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080606/GMR_15H09_AE_01_00-fA01b_C080606_20080607125204520/R15H09_AE_01_00-fA01b_C080606_20080607125204520_ch2_total.jpg
R15H10	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100224/GMR_15H10_AE_01_05-fA01b_C100224_20100224103759689/R15H10_AE_01_05-fA01b_C100224_20100224103759689_ch2_total.jpg
R15H11	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100430/GMR_15H11_AE_01_03-fA01b_C100430_20100430221216359/R15H11_AE_01_03-fA01b_C100430_20100430221216359_ch2_total.jpg
R15H12	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20101009/GMR_15H12_AE_01_04-fA01b_C101009_20101010094108015/R15H12_AE_01_04-fA01b_C101009_20101010094108015_ch2_total.jpg
R16A01	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090314/GMR_16A01_AE_01_00-fA01b_C090314_20090314122901796/R16A01_AE_01_00-fA01b_C090314_20090314122901796_ch2_total.jpg
R16A02	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090320/GMR_16A02_AE_01_00-fA01b_C090320_20090320145933125/R16A02_AE_01_00-fA01b_C090320_20090320145933125_ch2_total.jpg
R16A03	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090320/GMR_16A03_AE_01_02-fA01b_C090320_20090320150431140/R16A03_AE_01_02-fA01b_C090320_20090320150431140_ch2_total.jpg
R16A04	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090912/GMR_16A04_AE_01_00-fA01b_C090912_20090913113545000/R16A04_AE_01_00-fA01b_C090912_20090913113545000_ch2_total.jpg
R16A05	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080322/GMR_16A05_AE_01_08-fA01b_C080322_20080324235953671/R16A05_AE_01_08-fA01b_C080322_20080324235953671_ch2_total.jpg
R16A06	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100224/GMR_16A06_AE_01_03-fA01b_C100224_20100224103832142/R16A06_AE_01_03-fA01b_C100224_20100224103832142_ch2_total.jpg
R16A07	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090929/GMR_16A07_AE_01_11-fA01b_C090929_20090929112150400/R16A07_AE_01_11-fA01b_C090929_20090929112150400_ch2_total.jpg
R16A08	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100224/GMR_16A08_AE_01_07-fA01b_C100224_20100224104035892/R16A08_AE_01_07-fA01b_C100224_20100224104035892_ch2_total.jpg
R16A10	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080612/GMR_16A10_AE_01_05-fA01b_C080612_20080612121423661/R16A10_AE_01_05-fA01b_C080612_20080612121423661_ch2_total.jpg
R16A11	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090324/GMR_16A11_AE_01_01-fA01b_C090324_20090324174219656/R16A11_AE_01_01-fA01b_C090324_20090324174219656_ch2_total.jpg
R16A12	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091209/GMR_16A12_AE_01_09-fA01b_C091209_20091209105331944/R16A12_AE_01_09-fA01b_C091209_20091209105331944_ch2_total.jpg
R16B01	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091209/GMR_16B01_AE_01_04-fA01b_C091209_20091209105810725/R16B01_AE_01_04-fA01b_C091209_20091209105810725_ch2_total.jpg
R16B03	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/R16B03/R16B03_AE_01_08-fA01b_C120504_20120508164751890_ch2_total.jpg
R16B04	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100702/GMR_16B04_AE_01_05-fA01b_C100702_20100702091315218/R16B04_AE_01_05-fA01b_C100702_20100702091315218_ch2_total.jpg
R16B05	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100224/GMR_16B05_AE_01_04-fA01b_C100224_20100224104317907/R16B05_AE_01_04-fA01b_C100224_20100224104317907_ch2_total.jpg
R16B06	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20071206/GMR_16B06_AE_01_12-fA01b_C071206_20071218015045656/R16B06_AE_01_12-fA01b_C071206_20071218015045656_ch2_total.jpg
R16B07	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080605/GMR_16B07_AE_01_01-fA01b_C080605_20080604153538958/R16B07_AE_01_01-fA01b_C080605_20080604153538958_ch2_total.jpg
R16B08	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080605/GMR_16B08_AE_01_00-fA01b_C080605_20080604154346896/R16B08_AE_01_00-fA01b_C080605_20080604154346896_ch2_total.jpg
R16B09	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090624/GMR_16B09_AE_01_02-fA01b_C090624_20090624141829757/R16B09_AE_01_02-fA01b_C090624_20090624141829757_ch2_total.jpg
R16B10	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100224/GMR_16B10_AE_01_05-fA01b_C100224_20100224104513157/R16B10_AE_01_05-fA01b_C100224_20100224104513157_ch2_total.jpg
R16B11	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080605/GMR_16B11_AE_01_00-fA01b_C080605_20080604154839771/R16B11_AE_01_00-fA01b_C080605_20080604154839771_ch2_total.jpg
R16B12	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090317/GMR_16B12_AE_01_02-fA01b_C090317_20090317093713562/R16B12_AE_01_02-fA01b_C090317_20090317093713562_ch2_total.jpg
R16C01	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080416/GMR_16C01_AE_01_01-fA01b_C080416_20080416225128562/R16C01_AE_01_01-fA01b_C080416_20080416225128562_ch2_total.jpg
R16C02	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090317/GMR_16C02_AE_01_00-fA01b_C090317_20090317093816187/R16C02_AE_01_00-fA01b_C090317_20090317093816187_ch2_total.jpg
R16C03	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100224/GMR_16C03_AE_01_05-fA01b_C100224_20100224104645595/R16C03_AE_01_05-fA01b_C100224_20100224104645595_ch2_total.jpg
R16C04	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080612/GMR_16C04_AE_01_00-fA01b_C080612_20080612170829248/R16C04_AE_01_00-fA01b_C080612_20080612170829248_ch2_total.jpg
R16C05	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090930/GMR_16C05_AE_01_05-fA01b_C090930_20090930104408280/R16C05_AE_01_05-fA01b_C090930_20090930104408280_ch2_total.jpg
R16C06	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20080612/GMR_16C06_AE_01_02-fA01b_C080612_20080612171949685/R16C06_AE_01_02-fA01b_C080612_20080612171949685_ch2_total.jpg
R16C08	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20090317/GMR_16C08_AE_01_00-fA01b_C090317_20090317094813171/R16C08_AE_01_00-fA01b_C090317_20090317094813171_ch2_total.jpg
R16C09	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20100227/GMR_16C09_AE_01_05-fA01b_C100227_20100301105046609/R16C09_AE_01_05-fA01b_C100227_20100301105046609_ch2_total.jpg
R16C10	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20101102/GMR_16C10_AE_01_03-fA01b_C101102_20101102110550312/R16C10_AE_01_03-fA01b_C101102_20101102110550312_ch2_total.jpg
R16C12	https://flimg.janelia.org/flylight-image/external-data/adult/secdata/projections/20091218/GMR_16C12_AE_01_01-fA01b_C091218_20091218160925828/R16C12_AE_01_01-fA01b_C091218_20091218160925828_ch2_total.jpg
